csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	trans_x	trans_x_power2	trans_x_derivative1_power2	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2
671.153618342538	n/a	450447.179414282	n/a	580.665507538706	n/a	n/a	337172.431645183	530.768657905309	n/a	281715.368214603	n/a	n/a	n/a	n/a	-0.2226863812	-0.113050616	0.012665124	-0.1108079188	0.163488133	-0.3101784367	-0.2136032405	0.1805062665	-0.1258338043	0.4615960133	-0.1314987203	0.1795279005	-0.3658971697	0.2164046165	-0.0681233238	0.277758336	-0.1585464574	0.0437320656	0.0543286588	-0.0609655548	0.0016228234	-0.1051225071	0.0830414855	-0.0348087941	0.1335789368	-0.0570570553	0.0302598133	-0.1056033085	0.0708471347	-0.1039728232	0.0819081229	-0.1052386201	0.0368123057	-0.0289345498	-0.0950948895	0.0089454873	0.0061295626	-0.0529087759	-0.0091461234	0.0131369018	0.0170389085	-0.0546898811	-0.0911155844	0.1279118221	-0.0851975756	-0.0161044692	-0.0147100112	-0.039790274	0.0713014986	0.053585884	-0.0231722839	-0.0454798065	0.0125404302	0.1062919071	-0.0345799571	-0.0666732272	-0.0328259962	0.0616374556	0.0110585603	-0.0554769626	-0.006128521	-0.0223883564	-0.0118658614	0.01934487	-0.4229998581	0.0072832758	-0.4891379867	0.0954260773	-0.2426541714	0.3379348625	-0.0425466316	0.0907893795	-0.1803523156	0.3068471996	0.1652275486	-0.1012857549	-0.1677140614	0.133136193	-0.1974077136	0.0056496406	-0.0048809137	0.0529552556	-0.0307714247	0.0631189474	-0.0169368693	0.1342995158	-0.2112852073	0.0865245679	-0.0774314987	0.0341471268	-0.1030205292	0.0504206098	-0.1146514182	0.0589888681	-0.0236413099	0.0301646539	-0.0806863501	0.0189077647	-0.0026780651	-0.1187718476	0.1740324755	-0.162994716	0.0435311784	-0.0012686971	-0.2538492568	0.0886468548	-0.1672455871	-0.0721635267	0.2255190417	0.1092055154	-0.0824809281	-0.0488471461	0.004313308	0.0455344479	0.1600177573	-0.0417350641	-0.02264449	0.0267842935	0.1211738511	-0.0328850324	-0.0240413704	-0.0802451727	0.0334896302	0.0366594443	0.012656029	-0.0279206193	-0.0098421191	-0.1306543038	0.1167717346	0.0629070738	-0.0324221941	-0.0648432423	-8.0883E-05	6.542059689E-09	n/a	n/a	n/a	0.00365882233924	-0.186893	n/a	0.034928993449	n/a	0.00250235	n/a	n/a	6.2617555225E-06	-0.000822451	n/a	n/a	6.76425647401E-07	-0.000621335	n/a	n/a
