Go	cond_01	cond_02	cond_03	StopSuccess	cond_05	cond_06	cond_07	cond_08	cond_09	cond_10	cond_11	cond_12	cond_13	cond_14	cond_15	cond_16	cond_17	cond_18	cond_19
0.1364341	-0.00377386	0.04204581	-0.01805095	-0.08066148	0.002192068	-0.03802087	-0.01851448	-0.001150077	0.0005157604	0.02255022	0.5087969	-0.05043634	-0.04102114	0.05435094	0.05633242	-0.144126	0.001826599	0.001074268	-0.0001247945
0.08733103	-0.06221631	0.01685489	-0.02128182	-0.07626756	0.00419745	-0.04795511	-0.004542218	-0.0006080227	0.0004328308	-0.07257515	-1.632276	-0.07206672	0.003991382	0.02908064	0.03911117	-0.06887024	0.0007433862	8.604612e-05	-0.0001031715
0.01202724	-0.05547812	-0.0005268405	-0.01950694	-0.07153203	0.03542643	-0.04768296	0.002860868	-0.0001683557	0.0002950581	-0.1567428	-3.542305	-0.1017529	-0.08302411	0.01583333	0.0339147	-0.0867076	0.001661994	0.001098555	-8.171654e-05
-0.02284718	-0.06034988	-0.02216769	-0.01286418	-0.004690049	0.1004356	-0.04281034	0.005478994	9.686878e-05	0.0001267037	-0.1820164	-4.105729	-0.111542	-0.08806289	0.02360462	0.02772931	-0.06665551	0.0005829358	0.0001117935	-0.001060718
-0.1075461	-0.01976925	-0.02626349	0.009604068	0.1299239	0.06035717	-0.03728971	0.005189114	0.000199052	-1.888779e-06	-0.1051212	-2.371337	-0.1001741	-0.08612999	0.02142059	0.04757183	-0.0477162	0.0005067003	0.0001257783	-0.001040305
-0.06041318	0.07849984	-0.002967779	0.02274721	0.1163273	-0.04954444	-0.032983	0.003811146	0.0002067931	-6.649748e-05	0.007707639	0.1635544	-0.06589591	-0.05130892	0.0002459763	0.01542306	-0.02989337	0.0004319465	0.0001405256	-0.001020095
0.05095522	0.09617932	0.01922229	0.02225689	0.03116644	-0.07092577	-0.0302075	0.002457446	0.0001797363	-8.464721e-05	-0.1299295	-2.942083	-0.09104469	-0.09359135	0.01207748	0.03527741	-0.02616184	0.0003590604	0.0001560098	-0.001000215
0.1323346	0.01147186	0.04153696	0.008311605	-0.02501459	0.01698263	-0.02860123	0.001521071	0.0001512569	-8.135092e-05	-0.1167696	-2.645311	-0.06435809	0.002032981	0.05993113	0.02515139	-0.04450313	0.0002877561	0.0001723811	1.9367e-05
0.07347516	-0.05216732	0.03583605	-0.002626187	0.06575897	0.07527323	-0.02769445	0.000989846	0.000130876	-7.387092e-05	0.0452915	1.020235	0.03923499	-0.04441548	0.02980266	-0.005966639	-0.05592211	0.0002178824	0.0001894752	3.868503e-05
0.02816418	-0.005359187	0.03627524	0.002322898	0.1259691	-0.003009293	-0.02714835	0.0007234444	0.0001174161	-6.848696e-05	-0.001726455	-0.03800523	-0.0422562	-0.06592969	0.007687136	-0.01006935	-0.05044637	0.0001494337	0.0002073944	5.713386e-05
0.06337361	0.05528075	0.04047249	0.0008488306	0.06005163	-0.07208012	-0.02677301	0.0005969106	0.0001078424	-6.57331e-05	-0.01485546	-0.3307559	-0.04785173	-0.05854405	0.02058954	-0.00317195	-0.06103625	8.175754e-05	0.0002260547	7.530429e-05
0.1389908	0.06378147	0.03796347	-0.00541895	-0.01774187	-0.06169673	-0.02647904	0.0005362424	9.991822e-05	-6.481128e-05	-0.07917175	-1.798738	-0.06960963	-0.08426233	0.03951186	0.000733054	-0.04067409	1.521069e-05	0.0002454485	9.322503e-05
0.1904463	0.000808733	0.0296252	-0.01353244	-0.06272978	-0.03267524	-0.02622429	0.000496608	9.221126e-05	-6.456797e-05	-0.1146162	-2.580615	-0.07047812	-0.03906831	0.02444377	-0.02136381	-0.001358021	-5.053568e-05	0.0002655667	0.0001109254
0.139604	-0.0805728	0.01088935	-0.01256029	-0.08238614	-0.01279592	-0.02600895	0.0004643693	8.479626e-05	-6.461494e-05	-0.1062285	-2.402286	-0.07548515	-0.03195609	0.0003860064	-0.001463789	0.04491205	-0.0001156303	0.0002863982	0.0001284352
0.02880428	-0.05589674	0.004495721	0.0001365077	-0.08757425	-0.001690742	-0.02581814	0.0004389786	7.701701e-05	-6.496179e-05	-0.1169726	-2.644935	-0.0886127	-0.07194256	0.0003399529	0.006432232	0.01515487	-0.001180218	0.0003079301	0.0001457845
0.02842092	0.01475966	0.01115358	0.0009347592	-0.0850094	0.003645519	-0.0256531	0.0004124571	6.893104e-05	-6.5246e-05	-0.09386303	-2.109888	-0.09586579	-0.05602299	-0.004692564	-0.01667226	0.04837935	-0.00124444	0.0003301475	-0.0008369954
0.05893785	0.01295997	0.006356339	0.002772639	-0.07953036	0.005395024	-0.02551492	0.0003853136	6.060699e-05	-6.534118e-05	-0.09785703	-2.206181	-0.09521303	-0.08317742	0.002285655	0.001216421	0.06259725	-0.001308274	0.0003530336	0.0001801248
0.05465027	-0.02187027	0.01669005	0.007407519	-0.07347796	0.04549525	-0.02540382	0.0003658511	5.235498e-05	-6.493511e-05	-0.1459686	-3.295129	-0.09666118	-0.08239999	0.02127044	-0.004895291	0.04682394	-0.001372179	0.0003767239	0.0001970236
0.01554955	-0.08700401	0.02116238	-0.008145006	0.01218886	0.1043369	-0.02530428	0.0003515646	4.486717e-05	-6.55471e-05	-0.06522231	-1.462289	-0.02923012	-0.0497301	0.02126257	-0.02501802	0.007059919	-0.001436099	0.0004010244	0.0002139049
-0.1186149	-0.1279863	0.0003909539	-0.02016364	0.1357453	0.08402847	-0.02522151	0.000323318	3.541305e-05	-6.659578e-05	-0.04161069	-0.9504921	-0.04091464	-0.04212899	0.04126208	0.007850104	0.02831976	-0.001500302	0.000425914	0.0002307985
-0.2383401	-0.09212731	-0.01917361	-0.01480886	0.1805366	0.04859131	-0.02517826	0.0002916342	2.58555e-05	-6.585666e-05	-0.02210327	-0.4890502	-0.02668325	-0.002623562	-0.0127321	-0.01229577	0.05859581	-0.001564721	0.0004513696	0.0002477344
-0.2995905	-0.04113733	-0.02923512	-0.006340851	0.2331249	0.04871205	-0.02515874	0.0002736045	1.790754e-05	-6.498029e-05	-0.1377336	-3.11072	-0.09756241	-0.1061765	-0.01371864	-0.01345941	0.0818833	-0.001629453	0.0004773655	0.0002647427
-0.3167238	0.0375269	-0.03186348	0.01154096	0.2780477	-0.002703351	-0.0251515	0.0002505926	1.012595e-05	-6.37932e-05	-0.1884756	-4.250912	-0.1105365	-0.09781298	-0.01970069	-0.02464153	0.06721371	-0.001694588	0.000503874	0.0002818541
-0.2204746	0.1085837	-0.006161329	0.02031549	0.2277112	-0.09598572	-0.02517799	0.02040554	4.574899e-06	0.003310632	-0.2163129	-4.887256	-0.1405939	-0.08351784	-0.01168125	-0.01284069	0.08858105	-0.001760204	0.0005308652	0.0002990992
-0.09645574	0.05793257	0.008758909	0.002727622	0.08617451	-0.1275954	0.01513907	0.09109693	0.006745661	0.001049916	-0.1762408	-3.978647	-0.10973	-0.08129898	-0.01465939	-0.03906186	0.06500124	-0.001826372	0.0005583068	0.000316509
-0.1027478	0.0280314	-0.0007149418	-0.01839358	-0.02708499	-0.08539749	0.1565965	0.07666257	0.002198985	-0.007407717	-0.1722651	-3.887218	-0.1199415	-0.08913498	-0.009640943	-0.0243071	0.07847721	-0.001893148	0.0005861646	-0.000665885
-0.03846837	0.0568755	-0.02803695	-0.02103131	-0.08398886	-0.03825084	0.1683998	-0.0353994	-0.007961913	-0.005037211	-0.1443724	-3.270662	-0.1242167	-0.09401307	-0.008614535	-0.01757345	0.06902013	-0.001960437	0.0006142558	0.0003520933
0.01228568	0.063645	-0.04278575	-0.004765185	-0.102836	-0.009247794	0.08576287	-0.07671467	-0.007737894	0.001807241	-0.1245535	-2.821776	-0.1135531	-0.07795187	-0.01758787	-0.03186864	0.1036239	-0.002028586	0.0006428529	0.0003703111
0.08959707	0.07141078	-0.03757524	0.006860283	-0.1016943	0.004941698	0.01472827	-0.05484495	-0.004210542	0.002967386	-0.1887888	-4.261112	-0.1239372	-0.09693325	-0.02656741	-0.04018454	0.0873117	-0.002097313	0.0006716052	0.0003886577
0.1551104	0.04858333	-0.02907321	0.006372348	-0.09216478	0.00978315	-0.02434741	-0.02784409	-0.001676538	0.00190398	-0.1629215	-3.677128	-0.1152135	-0.0658595	-0.03554354	-0.02754473	0.1090306	-0.002167652	-0.0002990824	-0.0005926697
0.1861124	0.02862748	-0.02483872	0.004017578	-0.08136015	0.009343168	-0.04147832	-0.01033224	-0.0002834013	0.0009751282	-0.07212812	-1.624819	-0.05455331	-0.06695036	0.0004707291	-0.02791565	0.1128413	-0.002238638	0.0007304206	0.0004262192
0.2114044	0.01615768	-0.0210463	-0.00138122	-0.07273322	0.006795161	-0.04557329	-0.0004202869	0.0003888297	0.0003730851	0.04943898	1.124381	-0.005092624	-0.09204295	0.002472722	-0.01331417	0.1187783	-0.002310003	-0.000240068	0.0004455177
0.2172142	-0.008187831	-0.02760947	-0.007496353	-0.06704266	0.004169739	-0.04289057	0.003995537	0.0005759164	-7.8935e-06	-0.09909869	-2.232785	-0.09272107	-0.03621873	-0.02753768	-0.05074499	0.1018041	-0.001382059	-0.0002104359	0.0004652559
0.193757	-0.02477709	-0.0360472	-0.004510933	-0.0636785	0.002297575	-0.03814716	0.004684051	0.0004856436	-0.0001910164	-0.1446972	-3.279324	-0.1163841	-0.09442456	-0.02755668	-0.0472085	0.1309329	-0.002454791	-0.0001807325	0.0004854645
0.1666226	-0.03146095	-0.03663938	-0.001856214	-0.06173931	0.001225353	-0.03407551	0.003574689	0.0003067483	-0.0002241892	-0.2053312	-4.641666	-0.1310704	-0.04665641	-0.03158392	-0.06269988	0.07915866	-0.001528173	-0.000151009	0.0005061752
0.1300688	-0.09305114	-0.03976767	-0.002222059	-0.06052364	0.003574238	-0.03154061	0.002126566	0.0001506524	-0.0001848228	-0.1529809	-3.467363	-0.1167696	-0.04390371	-0.02662012	-0.03422163	0.1254903	-0.002602171	-0.0001213181	0.00052742
-0.01988082	-0.1567156	-0.04109148	0.002792811	-0.05388923	0.06167379	-0.03035884	0.001009983	5.094587e-05	-0.0001323878	-0.1116355	-2.523172	-0.08646815	-0.02816125	-0.02766571	-0.06677757	0.06592291	-0.001676868	-9.171381e-05	0.0005492317
-0.1822656	-0.1290945	-0.03419	0.006865387	0.06351166	0.110233	-0.03005414	0.0003320822	1.122892e-08	-9.254612e-05	-0.04832122	-1.094685	-0.07117838	0.00657181	-0.02372055	-0.01836478	0.1494679	-0.001752067	-6.225133e-05	0.0005716435
-0.2753509	-0.06491768	-0.02736879	0.005320645	0.1670188	0.09116349	-0.03022742	-2.441937e-05	-1.986306e-05	-6.85499e-05	-0.03201171	-0.731304	-0.03088946	0.08530371	-0.01178964	-0.0599823	0.01211622	-0.001827713	-3.298717e-05	0.0005946896
-0.3084522	0.001444643	-0.02355691	0.008965804	0.246064	0.02519825	-0.03063615	-0.0001980937	-2.274721e-05	-5.563902e-05	0.5282919	11.92794	0.4844038	0.3320402	0.01413539	0.03336857	0.3178764	-0.001903509	-3.978839e-06	0.0006184049
-0.2684822	0.1002366	-0.009445451	0.0178752	0.2174751	-0.07615221	-0.0311578	-0.0002814689	-1.679131e-05	-4.790204e-05	1.586635	35.84109	1.230742	0.7098057	0.0320506	0.05169664	-0.04622439	0.006020336	2.471516e-05	-0.000357062
-0.104399	0.1624273	0.01218496	0.01412966	0.09387925	-0.1133745	-0.0317346	-0.0003281831	-4.218889e-06	-4.467096e-05	1.241951	28.05361	0.9470609	0.3235449	0.08294881	0.0009827342	-0.3582263	0.006943903	5.303551e-05	0.0006681904
0.05831347	0.1489676	0.01880496	0.008595682	-0.008895398	-0.07868291	-0.03235112	-0.0003586314	8.16243e-06	-4.177588e-05	0.4552197	10.28306	0.3043481	0.504279	0.01283474	0.04523617	-0.03112193	0.002867273	-0.0009190779	-0.0003059007
0.1938519	0.09851449	0.02936729	0.01419147	-0.06289303	-0.0372407	-0.03299036	-0.0003745151	2.648885e-05	-3.758467e-05	0.1224978	2.77773	0.03065283	-0.009971097	-0.0002926265	0.01045736	-0.1219103	0.003790533	-0.0008916857	-0.0002790717
0.2543041	-0.01054349	0.04717866	0.002707398	-0.08267023	-0.01066733	-0.03364025	-0.0003919928	4.719905e-05	-3.549748e-05	0.07878091	1.789514	0.06497303	0.09380265	0.003566192	0.02564856	0.02141461	0.00171377	0.0001351511	-0.0002514975
0.1711228	-0.1353351	0.03477253	-0.01908406	-0.08347974	0.00310408	-0.03431608	-0.0004194181	6.963935e-05	-3.326464e-05	0.01508827	0.3428431	-0.02967764	-0.05240011	0.03041535	0.02780668	-0.01615432	0.002637167	0.0001613708	-0.0002229318
-0.01717737	-0.1103305	0.00900121	-0.005290175	-0.07571241	0.008312636	-0.03502252	-0.0004464437	9.474968e-05	-3.03158e-05	-0.1695867	-3.832431	-0.1153048	0.02342785	-0.01774382	0.02893555	0.01837818	0.00156079	-0.0008130883	-0.0001935256
-0.04846853	0.03054088	0.02418332	0.01327767	-0.06612107	0.008429297	-0.03575417	-0.0004672648	0.0001230143	-2.684941e-05	-0.2262605	-5.106678	-0.1339179	-0.07572918	-0.0309124	-0.006962231	-0.002976368	0.001484631	-0.0007883633	-0.000163054
0.04528674	0.06234834	0.03554742	-0.004663233	-0.0581405	0.00639916	-0.03650408	-0.0004794501	0.0001549748	-2.310121e-05	-0.2157431	-4.869606	-0.140361	-0.002771724	-0.01808393	-0.002888594	0.06774472	0.0004095388	-0.0007641446	-0.0001316397
0.07667393	0.02141621	0.01484751	-0.008437587	-0.05262614	0.004171316	-0.03726199	-0.0004898801	0.0001906425	-1.982383e-05	-0.1852748	-4.176643	-0.1168318	-0.1138769	-0.02527052	-0.003840401	0.05158389	0.001334786	-0.0007409237	-9.920421e-05
0.0882514	-0.02759662	0.01866328	-0.003047789	-0.04911279	0.002554044	-0.03803466	0.01291096	0.0002290536	0.003995702	-0.1749418	-3.943739	-0.1164115	-0.1299457	-0.01946686	-0.01081818	0.06455595	0.0002599734	-0.0007187767	-6.556377e-05
0.02149728	-0.1017679	0.008742897	-0.01434439	-0.04684033	0.001848779	-0.01199283	0.08356384	0.00829566	0.01041397	-0.1746161	-3.953002	-0.1129844	-0.07801297	-0.0216717	0.0001764212	0.03664172	0.001185647	-0.0006976083	-0.001030792
-0.1146009	-0.1195949	-0.01003435	-0.01527435	-0.04474227	0.03864965	0.1286056	0.08617291	0.02114704	0.002458755	-0.1432753	-3.238923	-0.111529	-0.05604362	-0.01588326	-0.0208541	0.02184267	0.001111811	-0.0006774798	5.230345e-06
-0.2156495	-0.04697482	-0.02181431	-0.0001395065	0.03112754	0.101373	0.1602183	-0.02367934	0.01326568	-0.008326556	-0.03491211	-0.7863387	-0.04704055	-0.08903596	-0.00109863	-0.01290901	0.002154058	0.001038651	-0.0006584518	4.255267e-05
-0.2054981	0.08952884	-0.01032167	0.02313346	0.1585135	0.05188557	0.08119156	-0.07714963	0.004569463	-0.006369424	-0.1825327	-4.130388	-0.132525	-0.05699291	-0.01031774	-0.001987966	0.06757697	-3.378677e-05	-0.0006405838	8.123966e-05
-0.03364083	0.155071	0.0244441	0.03610646	0.1351418	-0.05408814	0.005665432	-0.05913976	0.0006277624	-0.002753729	-0.2091456	-4.727268	-0.127987	-0.07091074	-0.001539573	-0.007089445	0.02010862	0.0008945927	-0.0006239348	0.0001213064
0.1058781	0.03682401	0.06188212	0.01153082	0.0506293	-0.07310913	-0.03753109	-0.03124352	-0.0008255449	-0.0009414522	-0.1447529	-3.268023	-0.09542717	-0.0737927	0.01423819	0.005787442	0.06674462	0.0008239039	-0.00060855	0.0001628375
0.0398477	-0.05515513	0.04749592	-0.003806751	-0.01060751	-0.04641658	-0.0573731	-0.01255155	-0.001138447	-5.304918e-05	0.004644118	0.108318	0.01615242	0.1143647	0.03401696	0.01864374	-0.09951685	0.001754227	-0.0005944975	0.0002058907
-0.003931994	0.02360203	0.05425906	0.02069785	-0.04160674	-0.02163361	-0.06323547	-0.001792812	-0.0008140342	0.0003933254	0.1700382	3.843597	0.08774606	0.07056051	0.03179833	-0.0425189	-0.243676	0.00268564	-0.0005818358	0.001250525
0.08798921	0.06651258	0.08888193	0.007549937	-0.05321272	-0.006272807	-0.06157471	0.02655231	-0.0002351346	0.00522416	-0.01357229	-0.3102343	-0.03064628	0.09979284	0.009584147	0.001300572	-0.1247319	0.0006182083	-0.0005706187	0.001296803
0.1291124	-0.041108	0.06934862	-0.0335795	-0.05346605	0.002150646	-0.01074266	0.09763659	0.009749255	0.005918181	-0.04019971	-0.9194493	-0.02603441	0.03105373	0.03337711	0.04710289	-0.0006953661	0.0005520714	-0.0005608985	0.000344788
0.005381628	-0.1324897	0.02171297	-0.03995459	-0.0482246	0.01893841	0.1332142	0.07528645	0.01168703	-0.003767409	-0.09683452	-2.19383	-0.05541505	-0.08764115	0.03117954	0.01488962	-0.009565288	0.0004872401	-0.0005527262	0.001394544
-0.1350227	-0.1104525	-0.01056965	-0.02263215	-0.01491338	0.08980488	0.1397071	-0.03799924	0.002294578	-0.006494231	-0.03249678	-0.7418355	-0.03879816	-0.0273037	0.02499058	0.03466097	-0.04033734	0.0004237626	-0.001546151	0.00244614
-0.2132764	-0.006334419	-0.02355983	0.01319635	0.1319913	0.0915191	0.0571089	-0.07567003	-0.001193852	-0.00169687	-0.1181977	-2.660715	-0.09718917	-0.0739451	0.03280988	0.03742075	-0.02200474	-0.0006384567	-0.0005412205	0.001499644
-0.1446628	0.09710068	0.01581477	0.03903346	0.1684235	-0.01958811	-0.01194698	-0.053183	-0.0009813899	0.0004142717	-0.173956	-3.923892	-0.1115968	-0.05454614	0.01664028	0.006169851	0.04342343	-0.0006991198	-0.0005379807	0.001554968
-0.01673179	0.1219179	0.05449811	-0.0005144478	0.09303747	-0.07417886	-0.0497444	-0.02689456	-0.0002481578	0.000646841	-0.2097484	-4.741839	-0.1290154	-0.1021254	0.001489267	-0.01809457	0.06593948	-0.0007583236	-0.0005364757	0.0006124949
0.1002383	0.1098878	0.01477619	-0.05306628	0.02044593	-0.05686745	-0.06631823	-0.009944946	0.0004273004	0.000581533	-0.180576	-4.083583	-0.1184494	-0.09167824	0.01435691	0.005633711	0.103542	-0.0008160474	-0.0005367479	0.0006721503
0.2029407	0.08881747	-0.05164342	-0.05978438	-0.0201653	-0.02931597	-0.07025801	-0.0003614053	0.001027943	0.0004704089	-0.2334487	-5.282349	-0.1479065	-0.1151979	0.01924695	-0.01365068	0.08923235	-0.0008722772	-0.0005385946	0.0007340107
0.2767442	-0.004917452	-0.1048003	-0.02708378	-0.03756888	-0.01078048	-0.06767464	0.003856592	0.001479399	0.0003094971	-0.153435	-3.476682	-0.1294191	-0.1187055	0.004156784	-0.01694711	0.1260022	-0.001927006	-0.0005425335	0.0007981536
0.1912394	-0.07643375	-0.1058178	0.02643518	-0.0410727	-9.44463e-05	-0.06317195	0.004697101	0.001756899	0.0002717176	-0.1885664	-4.252302	-0.1560244	-0.1472627	-0.002937821	-0.02525252	0.1198895	-0.001980544	-0.0005486775	0.0008643486
0.1228645	-0.06829559	-0.05193676	0.04285315	-0.03709688	0.004950571	-0.05889627	0.04086043	0.002131985	-1.80544e-06	-0.1828824	-4.130091	-0.1347505	-0.1088287	0.01097947	0.005444164	0.1239535	-0.001032976	-0.0005564468	0.0009329435
0.05431905	-0.1002498	-0.02011923	0.02177993	-0.03051899	0.006077896	0.0179438	0.1254924	0.001861343	-0.00732005	-0.1482334	-3.341673	-0.09245053	-0.09736538	0.02994445	-0.02287913	0.1070884	-0.001083626	-0.0005661765	0.001004409
-0.07727955	-0.1160718	-0.008385242	0.008834761	-0.02430229	0.005189861	0.1916762	0.144737	-0.01239927	-0.01210235	-0.07364282	-1.659574	-0.03915745	-0.01780693	0.08393784	-0.04320128	0.08731856	-0.001132852	0.0004216703	0.002078487
-0.1761545	-0.0253597	-0.002458257	0.01259115	-0.01951348	0.003813	0.3074415	0.01685472	-0.02219285	-0.004528034	0.1589418	3.592392	0.08909943	0.1437263	0.04597291	-0.09153137	-0.0903853	-0.001180202	0.0004079256	0.001155265
-0.1253411	0.1229935	0.0167884	0.01840516	-0.01606053	0.002711157	0.2256996	-0.1140913	-0.02127622	0.005495765	0.1694076	3.819656	0.1262787	0.1853234	0.03304521	0.02512688	0.08001347	-0.002226134	-0.0006078655	0.0002348264
0.07198268	0.1526579	0.03434306	0.005712129	-0.01348263	0.002044836	0.07936775	-0.1238851	-0.01102488	0.009538984	0.3047596	6.893357	0.2353878	0.3409344	0.05415995	0.2047844	0.1905117	0.0007293161	0.001374271	0.0003172601
0.1801538	0.07022953	0.02820334	-0.01607776	-0.01136772	0.001713146	-0.02232867	-0.0758667	-0.002051763	0.006932145	0.6098723	13.77065	0.4183907	0.3815169	0.008295287	-0.01958222	-0.07887402	-0.0003145403	0.001353664	0.0004026549
0.2115403	-0.03179893	0.002178333	-0.02380596	-0.009457626	0.001576973	-0.07287899	-0.03381994	0.002959685	0.003523937	0.09891021	2.243241	0.06232591	0.1200711	-0.01851041	-0.03994212	-0.1902075	0.001643545	0.001331585	-0.001508899
0.115341	-0.1247762	-0.01941732	-0.01097637	-0.007619053	0.00151127	-0.09060874	-0.00826757	0.005101748	0.001263412	0.07987148	1.806105	0.03619822	-0.1483074	-0.02126068	-0.009302092	-0.1834239	0.001602092	0.001306584	-0.001417311
-0.03826616	-0.1304146	-0.01978275	0.003119649	-0.005844218	0.00142363	-0.0900988	0.004754634	0.005585888	3.354637e-05	0.0837114	1.888222	0.02099029	-0.01067747	-0.03996922	0.03433982	-0.1325509	0.0005626155	0.0002802116	-0.001321628
-0.1442079	-0.07775017	-0.01318636	0.006259162	-0.004184639	0.001377981	-0.08178286	0.009130224	0.005266806	-0.000474264	-0.02666758	-0.6036102	0.01767982	-0.1100459	-0.03862539	0.008960346	-0.09058777	0.001524276	0.0002516618	-0.002222538
-0.1914278	-0.02998828	-0.007272888	0.005127085	-0.002504576	0.001445933	-0.07250087	0.008514733	0.004736257	-0.0005267283	-0.04732137	-1.061637	-0.005762702	0.03055206	-0.02120674	0.006609959	-0.006534048	-0.0005129928	0.001220916	-0.002119945
-0.201374	-0.001937406	-0.002940756	0.00364994	-0.0007126101	0.001550207	-0.06539262	0.006095695	0.004313797	-0.0003732862	-0.02999267	-0.6760663	-0.03528023	-0.1088032	-0.03574417	-0.01476412	-0.0173741	-0.0005492517	0.0001879561	-0.002013748
-0.1923928	0.007571165	1.834584e-05	0.002963451	0.00117225	0.001598627	-0.06093088	0.004766845	0.004091367	-0.0002735961	-0.1148458	-2.597605	-0.1129353	-0.1372742	-0.05628216	-0.01712856	-0.02007817	-0.0005845668	0.0001527646	-0.001905084
