Go	cond_01	cond_02	cond_03	StopSuccess	cond_05	cond_06	cond_07	cond_08	cond_09	cond_10	cond_11	cond_12	cond_13	cond_14	cond_15	cond_16	cond_17	cond_18	cond_19
0.1465388	-0.02379883	-0.02395446	-0.005997397	-0.0117941	-0.04815139	-0.05325897	0.001709097	3.298419e-05	-8.282983e-05	-0.2945251	-6.643418	-0.2207524	-0.1085834	-0.05181813	-0.02593447	0.01213337	-0.004762321	0.0001496795	-0.0006334025
0.03851042	-0.07440374	-0.02890205	0.0003829258	-0.04454686	-0.02340584	-0.05226195	0.001097891	2.035674e-05	-6.237018e-05	-0.2182127	-4.931362	-0.1993137	-0.09995615	-0.04817934	-0.01760381	0.05135307	-0.004895469	0.0001374906	-0.000584387
-0.001755215	0.01236684	-0.02319679	0.004481547	-0.05793761	-0.008076108	-0.05165164	0.0008304768	2.246771e-05	-5.207372e-05	-0.08173483	-1.842566	-0.1027216	-0.081241	-0.04260142	-0.03529714	0.03656858	-0.006030654	0.0001256084	-0.0005358706
0.06415981	0.03179753	-0.01994723	0.000926763	-0.06000288	0.0003048056	-0.05118791	0.0007350846	3.042702e-05	-4.833285e-05	-0.1720896	-3.888988	-0.1239788	-0.0854385	-0.03008252	-0.03100329	0.09279157	-0.006168032	0.0001140548	-0.000487873
0.06209708	0.007435393	-0.0213516	0.0008162266	-0.05662749	0.003616992	-0.05076723	0.0007081986	3.999647e-05	-4.716806e-05	-0.1012808	-2.283716	-0.09508356	-0.05555084	-0.05362244	-0.01673378	0.06799351	-0.006307283	0.00010285	-0.0004404139
0.07930845	0.02856833	-0.01832309	0.003921784	-0.05207545	0.006566149	-0.05035622	0.0007042241	5.025739e-05	-4.69336e-05	-0.06430144	-1.454591	-0.05204086	-0.003585237	-0.007221427	-0.01047259	0.09520479	-0.004448226	9.201336e-05	-0.0003935121
0.1193397	-0.03270777	-0.0135164	0.0001580528	-0.04281127	0.06360029	-0.04994245	0.0007122452	6.02658e-05	-4.738971e-05	0.3477542	7.865258	0.3310654	0.2414282	0.01611913	0.07475968	0.3573463	-0.004590668	8.156256e-05	0.0006528136
0.01359895	-0.0837888	-0.01801544	0.006851437	0.07578966	0.1027068	-0.04951436	0.0007697315	6.958525e-05	-2.480289e-05	0.1987858	4.499566	0.1701816	0.0004610702	-0.02059858	0.0009756638	0.300521	-0.004735792	7.151414e-05	0.0006987182
-0.04747561	-0.0411335	0.0001781036	0.01016014	0.1630187	0.01479454	-0.04898455	0.02908136	0.0001247401	0.005184015	-0.2149901	-4.863779	-0.1845336	-0.1383633	-0.02237924	-0.005811305	0.2877219	-0.00488236	6.188339e-05	-0.0002561398
-0.06729563	-0.04859514	0.002296132	0.001249351	0.1056124	-0.07048087	0.008068114	0.09715843	0.01055154	0.005110052	-0.2084933	-4.716965	-0.1730161	-0.1361366	-0.03620135	-0.01461484	0.2728387	-0.005029324	5.285902e-05	0.0007885494
-0.1430955	-0.0130766	0.002668067	0.02763027	0.02241081	-0.06833221	0.1448952	0.06511141	0.0104283	-0.004822827	-0.27079	-6.107485	-0.2043204	-0.08074275	-0.06207169	-0.006420228	0.3119317	-0.005177258	4.430262e-05	-0.0001673817
-0.09112121	0.07616272	0.05754793	0.04170232	-0.03052398	-0.03975565	0.1381971	-0.04547483	0.0009897006	-0.006369686	-0.155927	-3.5164	-0.1124982	-0.04228052	-0.05299109	-0.03723354	0.2799555	-0.004325443	3.605285e-05	0.0008760527
0.01103839	0.06179818	0.08606298	-0.0003895463	-0.05646168	-0.01799482	0.05383494	-0.07510758	-0.002199677	-0.001553739	-0.09990389	-2.257694	-0.07853179	0.06529024	-0.02896173	-0.03905087	0.1789328	-0.003474141	2.827564e-05	-8.116025e-05
0.03326306	0.01717559	0.05675858	-0.03775825	-0.06582052	-0.005012668	-0.01234029	-0.04023297	-0.001997068	0.003197752	-0.253702	-5.74095	-0.1724251	-0.02706829	-0.01696895	-0.01587013	0.1938451	-0.003622798	-0.0009788424	0.000960967
0.04595546	-0.03553645	0.01053675	-0.04223174	-0.06577433	0.002899767	-0.02711929	0.05506067	0.004315944	0.006973289	2.299655	51.95631	1.962807	1.262671	0.08498427	-0.02068282	-0.3213047	0.007228658	0.003014555	2.423293e-06
-0.03737074	-0.1119129	-0.02771379	-0.02573227	-0.05930839	0.05512663	0.09725568	0.08378096	0.01205119	-0.0006349799	2.206153	49.83874	1.927158	0.2614772	0.02689593	0.01050678	-0.3895388	0.01008063	0.002008479	-0.0009568025
-0.1765988	-0.08232464	-0.04093598	0.005817993	0.04517799	0.1060564	0.1402293	-0.01379031	0.003125062	-0.007011242	0.332782	7.508123	0.247617	0.4603787	0.01377168	0.03470149	-0.1808498	0.004933011	2.938869e-06	8.328049e-05
-0.1993577	0.05665195	-0.01608577	0.03445695	0.1532848	0.03203509	0.06956954	-0.07079017	-0.001866145	-0.002683106	-0.08446079	-1.903591	-0.1168184	-0.03064213	-0.00538819	0.01790443	-0.210249	0.005786358	-2.05438e-06	-0.0008773374
-0.06040527	0.1293598	0.02796951	0.02792684	0.1095023	-0.06419841	-0.001633826	-0.05525157	-0.002121415	0.0001334003	-0.219789	-4.959229	-0.1913485	-0.03264176	-0.02354988	0.02711316	-0.1767843	0.004641455	-6.434996e-06	-0.00083845
0.06086356	0.08692195	0.0397587	-0.003131141	0.02523373	-0.0707309	-0.04139504	-0.0281403	-0.001478863	0.0005481	-0.1328124	-3.006982	-0.1056039	0.01044103	0.002258327	0.03933999	-0.2244044	0.005497617	-1.011292e-05	-0.0008002577
0.1137288	0.02745076	0.02169781	-0.0143156	-0.03143745	-0.04292434	-0.05847561	-0.01012649	-0.0009066114	0.00047682	-0.003736337	-0.08149084	-0.0487852	-0.08138218	0.0120267	0.02758102	-0.1951019	0.005355218	-1.340979e-05	0.0002370558
0.1155272	-0.01452335	0.01111842	-0.00770252	-0.05997422	-0.02009366	-0.06225206	0.0001116266	-0.0004082915	0.0003764269	-0.0175432	-0.4003495	-0.1068913	0.1168263	-0.02923336	0.03483393	-0.09390999	0.004214314	-1.613703e-05	-0.0007263399
0.08442621	-0.02494972	0.006283872	-0.007572975	-0.07092431	-0.00622692	-0.05886588	0.007807049	-3.828154e-05	0.001108184	-0.1452813	-3.27166	-0.1499328	-0.06992432	-0.007517275	0.03610301	-0.08982141	0.004074947	-0.001018284	-0.0006904499
0.06568252	-0.05776105	-0.00403634	-0.01551977	-0.07170469	0.004027451	-0.04724298	0.06712452	0.001922471	0.0004322067	-0.1889363	-4.258094	-0.1669119	-0.105609	-0.01582624	0.03738739	-0.07685123	0.003937462	-1.984129e-05	-0.000655279
-0.03085386	-0.1236826	-0.02476428	-0.01528472	-0.0621444	0.06497617	0.07480731	0.1063411	0.0009347991	-0.008485817	-0.139523	-3.154985	-0.112848	-0.09526198	-0.01516158	0.02369106	-0.1039634	0.003801546	-2.079836e-05	-0.0006208302
-0.1804763	-0.1228576	-0.03461402	-0.00371317	0.05895264	0.1051927	0.1651695	0.01771846	-0.01493761	-0.008514508	-0.1870971	-4.221591	-0.1677597	-0.07889195	-0.0175149	0.02202065	-0.1471789	0.003667688	-2.114578e-05	-0.0005872829
-0.2738681	-0.006729468	-0.0321987	0.01112985	0.1486925	0.01690477	0.1102013	-0.06806246	-0.0159363	0.002973016	-0.1205968	-2.734518	-0.1106229	0.01851859	-0.03088052	0.02536771	-0.03652905	0.002536542	-2.087405e-05	-0.000554482
-0.1903013	0.1231799	-0.01236244	0.01257956	0.09302588	-0.06912736	0.02886377	-0.06619476	-0.008830742	0.006327883	-0.2550399	-5.754165	-0.1644578	-0.1150428	-0.04225565	0.02172691	-0.008040783	0.002407923	-1.997371e-05	-0.0005222511
-0.02470914	0.1299478	-0.007048043	-0.000854666	0.01081795	-0.06758485	-0.02257313	-0.03777728	-0.003140449	0.004319536	-0.208417	-4.710322	-0.1462607	-0.09557383	-0.02463944	0.02711533	-0.03769168	0.002281945	-1.84354e-05	-0.0004909231
0.07073931	0.08398217	-0.01408034	0.001122649	-0.04159154	-0.03937482	-0.04720476	-0.01609679	-6.821327e-05	0.002165862	-0.1477826	-3.335222	-0.1310617	-0.01408999	0.002968101	0.009527178	-0.111473	0.003158707	-1.607199e-05	-0.0004605169
0.1434467	0.07057605	-0.004811188	0.003862629	-0.06726971	-0.01781455	-0.05534248	-0.003145967	0.001305758	0.0007990152	-0.0351238	-0.7985703	-0.09685183	-0.09257936	0.01557642	-0.00103587	-0.1064086	0.002038626	-1.320708e-05	0.0005693031
0.2113566	0.03472478	-0.006363696	-0.01337536	-0.07650492	-0.004915086	-0.05409288	0.003539188	0.001640286	-2.431491e-06	-0.1223809	-2.773019	-0.1316011	-0.05504852	-0.004800704	0.01242527	-0.06451078	0.00192175	-9.673539e-06	-0.0004014601
0.2116831	-0.01957019	-0.03157049	-0.02352817	-0.07636483	0.001780137	-0.04885715	0.005682602	0.001410387	-0.0003738632	-0.2116486	-4.792705	-0.1603752	-0.05949936	-0.009188859	-0.003070491	-0.03075173	0.001807465	-5.61925e-06	-0.0003729568
0.1709998	-0.0227128	-0.05342817	-0.005823132	-0.07220989	0.008385913	-0.04330759	0.005179832	0.001002723	-0.0004385622	-0.2659825	-6.016891	-0.1702155	-0.09900777	-0.01857581	0.01144871	-0.01314355	0.001696161	-0.001000859	-0.0003453167
0.1654475	-0.05715598	-0.04322448	0.01097014	-0.05886694	0.07043697	-0.03906347	0.003779966	0.0006446166	-0.0003537801	-0.08434699	-1.909763	-0.0800908	-0.0585246	-0.007957401	0.02299646	0.03032086	0.001587857	4.772689e-06	-0.0003181977
0.05593333	-0.1502127	-0.0314958	0.007274779	0.06936219	0.1019527	-0.036303	0.003711029	0.0004075626	0.0003075165	0.1302502	2.950496	0.09098952	0.1639486	0.08567157	0.0245737	-0.05937481	0.002482729	0.00101095	0.0007082332
-0.1346385	-0.1640444	-0.02868305	0.002290456	0.1454682	0.006458512	-0.03218983	0.05292205	0.001372742	0.006381285	0.3868108	8.738927	0.2870278	0.2113848	0.1173117	-0.003820821	-0.2972146	0.003380607	1.78594e-05	0.000733987
-0.2699122	-0.05371218	-0.02692307	0.01788017	0.08254965	-0.07229952	0.06900301	0.1036368	0.01328041	0.002970231	0.1823224	4.11925	0.0480031	0.144784	0.05596088	0.03280734	-0.2092021	0.002281285	2.550776e-05	-0.0002409236
-0.2384684	0.08287865	0.007069072	0.03699797	0.001271294	-0.06605444	0.1747995	0.03051514	0.007388691	-0.006967185	0.0577711	1.303147	-0.07709286	-0.06484212	0.05761612	0.01446758	-0.194327	0.002184873	0.001033903	-0.0002164843
-0.1008746	0.1284703	0.04706405	0.02638462	-0.04898698	-0.03755191	0.1300145	-0.06447368	-0.000561266	-0.004868512	-0.1668711	-3.780008	-0.1272771	0.01447749	0.03627425	0.02015878	-0.1195829	0.001091311	4.28752e-05	-0.0001928581
0.020378	0.09776174	0.05982877	0.002955985	-0.07315507	-0.01656826	0.04572099	-0.07002266	-0.00223241	-0.0006583628	-0.1486297	-3.34779	-0.09956325	-0.09328497	0.03195111	0.0328845	-0.1259421	0.001000523	5.258669e-05	-0.0001696965
0.09534349	0.05805517	0.05296624	-0.00888665	-0.08139545	-0.004125853	-0.01037343	-0.04162925	-0.001757187	0.0004814584	-0.1554836	-3.513729	-0.09894526	-0.09910878	0.02364437	0.02561323	-0.1234613	0.0009126008	6.321976e-05	-0.0001469627
